Shipment_ID,Origin,Destination,Distance_km,Vehicle_Type,Route_Traffic_Index,Weather,Driver_Experience_Years,Scheduled_Delivery_Hours,Actual_Delivery_Hours,Delayed
S0303,Mumbai,Bangalore,591.9,Truck,1.8,Clear,,7.8,5.0,0
S0304,Chennai,Mumbai,428.2,Rail,3.8,Foggy,3.6,2.9,3.5,1
S0305,Bangalore,Delhi,1765.6,Rail,1.4,Rainy,3.2,19.5,17.9,0
S0306,Mumbai,Ahmedabad,1332.2,Truck,8.0,Clear,9.0,20.8,22.5,1
S0307,Kolkata,Bangalore,656.3,Rail,4.6,Clear,,8.7,10.7,1
S0308,Chennai,Ahmedabad,1497.6,Truck,5.0,Clear,3.3,27.4,29.1,1
S0309,Ahmedabad,Lucknow,1639.5,Truck,9.0,Clear,0.6,26.8,26.9,0
S0310,Mumbai,Chennai,1249.2,Truck,6.9,Clear,0.6,17.1,20.4,1
S0311,Bangalore,Kolkata,1391.4,Truck,1.1,Clear,8.1,24.9,22.0,0
S0312,Delhi,Jaipur,781.8,Air,9.5,Clear,3.8,1.0,0.5,0
S0313,Jaipur,Ahmedabad,1100.5,Truck,3.1,Rainy,3.3,18.7,20.2,1
S0314,Lucknow,Jaipur,1072.1,Truck,2.0,Clear,5.7,20.0,17.8,0
S0315,Hyderabad,Hyderabad,1703.7,Truck,7.9,Clear,9.8,27.9,31.0,1
S0316,Lucknow,Ahmedabad,1687.9,Truck,5.5,Rainy,5.0,23.9,26.6,1
S0317,Bangalore,Chennai,1673.7,Truck,4.9,Clear,,27.2,28.5,1
S0318,Pune,Jaipur,71.5,Truck,3.2,Clear,,2.2,0.5,0
S0319,Pune,Delhi,1511.6,Rail,5.9,Clear,2.2,17.9,14.7,0
S0320,Delhi,Ahmedabad,1529.4,Truck,3.5,Clear,,27.0,27.2,0
S0321,Hyderabad,Pune,1372.8,Truck,9.1,Rainy,8.1,25.7,29.1,1
S0322,Ahmedabad,Kolkata,1524.7,Truck,2.9,Clear,,27.2,24.8,0
S0323,Delhi,Chennai,1691.8,Truck,9.0,Clear,11.7,22.8,24.6,1
S0324,Lucknow,Jaipur,967.1,Air,6.0,Clear,0.4,1.0,0.5,0
S0325,Delhi,Chennai,1029.0,Truck,8.5,Clear,0.3,18.9,23.4,1
S0326,Lucknow,Bangalore,293.2,Truck,,Foggy,13.1,5.1,7.5,1
S0327,Mumbai,Kolkata,801.5,Truck,7.3,Rainy,,13.5,15.9,1
S0328,Pune,Delhi,1304.6,Rail,3.9,Clear,2.4,17.4,15.3,0
S0329,Mumbai,Ahmedabad,1571.8,Rail,3.1,Clear,,17.5,16.5,0
S0330,Jaipur,Ahmedabad,473.6,Truck,2.9,Clear,5.6,9.0,7.5,0
S0331,Hyderabad,Ahmedabad,318.8,Rail,8.7,Foggy,3.8,6.7,8.5,1
S0332,Ahmedabad,Kolkata,1342.9,Rail,8.4,Clear,0.5,15.2,16.5,1
S0333,Lucknow,Pune,53.7,Air,5.0,Clear,8.4,1.0,1.7,1
S0334,Ahmedabad,Hyderabad,397.8,Rail,2.2,Clear,10.1,6.7,8.3,1
S0335,Lucknow,Mumbai,106.7,Truck,4.4,Clear,0.9,2.2,5.1,1
S0336,Bangalore,Lucknow,375.4,Truck,6.6,Clear,9.5,7.1,8.1,1
S0337,Delhi,Jaipur,403.6,Truck,5.1,Clear,10.5,6.1,5.2,0
S0338,Jaipur,Pune,806.0,Truck,8.0,Clear,4.0,14.3,15.9,1
S0339,Pune,Delhi,834.5,Air,10.0,Clear,5.3,1.7,2.4,1
S0340,Lucknow,Jaipur,1754.8,Truck,2.7,Clear,2.4,29.8,32.0,1
S0341,Ahmedabad,Ahmedabad,1044.7,Truck,5.1,Foggy,,16.4,18.8,1
S0342,Jaipur,Chennai,1460.6,Rail,4.9,Clear,6.4,17.8,14.1,0
S0343,Kolkata,Delhi,253.1,Truck,3.7,Clear,,3.8,2.0,0
S0344,Kolkata,Jaipur,489.6,Truck,2.8,Rainy,5.3,8.0,8.9,1
S0345,Mumbai,Ahmedabad,1420.7,Truck,1.6,Clear,,24.4,22.2,0
S0346,Pune,Jaipur,153.0,Truck,9.0,,0.9,1.7,7.6,1
S0347,Bangalore,Chennai,998.9,Rail,4.8,Rainy,0.3,10.9,8.5,0
S0348,Ahmedabad,Ahmedabad,1218.8,Truck,5.5,Clear,3.0,20.6,22.7,1
S0349,Delhi,Hyderabad,1224.2,Truck,9.3,Foggy,0.3,21.8,26.6,1
S0350,Delhi,Pune,94.7,Truck,8.0,Clear,4.2,4.1,7.2,1
S0351,Ahmedabad,Bangalore,678.1,Truck,2.2,Clear,2.4,10.6,10.0,0
S0352,Hyderabad,Lucknow,1291.2,Rail,6.1,Clear,7.1,16.7,16.6,0
S0353,Bangalore,Kolkata,340.5,Truck,5.0,Clear,,7.9,8.0,0
S0354,Jaipur,Lucknow,1406.1,Truck,8.2,Rainy,4.5,22.4,22.1,0
S0355,Lucknow,Delhi,1504.6,Air,7.5,Rainy,3.9,1.0,0.5,0
S0356,Hyderabad,Lucknow,1964.8,Rail,7.2,Rainy,0.0,24.5,23.0,0
S0357,Lucknow,Ahmedabad,459.2,Truck,4.1,Stormy,,8.9,14.3,1
S0358,Lucknow,Hyderabad,1659.0,Truck,8.2,Rainy,1.7,27.6,30.3,1
S0359,Hyderabad,Bangalore,1064.6,Rail,1.5,Rainy,10.7,13.9,16.7,1
S0360,Mumbai,Pune,778.3,Rail,2.4,Clear,0.8,12.9,11.1,0
S0361,Kolkata,Pune,288.6,Truck,4.0,Clear,6.2,1.9,0.5,0
S0362,Lucknow,Chennai,1484.2,Air,1.7,Clear,18.1,1.0,1.4,1
S0363,Hyderabad,Kolkata,509.9,Truck,3.1,Rainy,7.8,7.4,7.2,0
S0364,Hyderabad,Jaipur,774.3,Truck,8.5,Clear,1.4,15.0,18.2,1
S0365,Chennai,Hyderabad,172.0,Truck,9.5,Clear,11.9,1.0,4.7,1
S0366,Mumbai,Jaipur,1612.7,Truck,3.7,Clear,0.5,27.9,28.9,0
S0367,Pune,Bangalore,1544.8,Rail,3.4,Clear,,18.2,18.1,0
S0368,Chennai,Lucknow,1480.6,Truck,3.5,Clear,,20.7,21.5,0
S0369,Chennai,Pune,633.9,Truck,3.5,Clear,5.1,8.6,6.5,0
S0370,Ahmedabad,Bangalore,388.3,Air,1.3,Rainy,2.7,1.0,3.7,1
S0371,Kolkata,Lucknow,1293.2,Truck,9.3,Clear,1.7,20.2,24.4,1
S0372,Hyderabad,Pune,1017.5,Truck,,Rainy,,16.9,16.9,0
S0373,Kolkata,Lucknow,397.6,Truck,4.8,Clear,,4.6,3.8,0
S0374,Bangalore,Kolkata,1387.5,Truck,1.1,Clear,1.9,23.0,22.5,0
S0375,Ahmedabad,Hyderabad,1982.7,Truck,8.7,Clear,,32.1,33.4,1
S0376,Pune,Delhi,1507.1,Rail,7.6,Clear,13.5,17.1,15.3,0
S0377,Kolkata,Bangalore,1493.0,Truck,9.5,Clear,,22.3,26.3,1
S0378,Delhi,Bangalore,1903.1,Truck,8.0,Clear,,30.7,31.8,1
S0379,Lucknow,Mumbai,445.7,Rail,3.8,Clear,5.9,4.2,3.8,0
S0380,Bangalore,Ahmedabad,1152.8,Rail,3.2,Clear,11.7,15.2,14.4,0
S0381,Mumbai,Kolkata,1960.3,Truck,7.3,Clear,9.5,33.0,36.3,1
S0382,Pune,Kolkata,372.3,Truck,4.3,Rainy,2.7,4.6,5.9,1
S0383,Bangalore,Jaipur,1415.5,Truck,6.1,Rainy,0.6,24.9,30.5,1
S0384,Lucknow,Lucknow,1192.3,Truck,1.1,Clear,,17.4,13.8,0
S0385,Ahmedabad,Ahmedabad,1193.6,Truck,1.6,Stormy,4.3,19.9,22.0,1
S0386,Lucknow,Hyderabad,1410.5,Truck,5.8,Clear,5.1,24.9,26.1,1
S0387,Chennai,Hyderabad,1862.8,Air,6.1,Rainy,,2.6,4.2,1
S0388,Lucknow,Kolkata,1576.0,Truck,7.8,Rainy,1.7,24.9,29.2,1
S0389,Chennai,Hyderabad,159.5,Rail,2.2,Rainy,0.9,1.0,1.3,1
S0390,Ahmedabad,Mumbai,1712.8,Truck,5.6,Clear,2.4,25.6,24.7,0
S0391,Jaipur,Bangalore,489.8,Rail,2.8,Clear,2.2,9.5,7.0,0
S0392,Chennai,Chennai,785.0,Rail,1.8,Clear,0.7,9.4,11.0,1
S0393,Mumbai,Delhi,950.4,Rail,,Clear,5.6,16.3,16.6,0
S0394,Lucknow,Jaipur,987.8,Truck,2.5,Clear,3.6,16.9,15.8,0
S0395,Lucknow,Lucknow,898.6,Truck,3.0,Clear,6.4,17.1,16.7,0
S0396,Mumbai,Delhi,1877.8,Truck,,Clear,2.2,30.1,31.7,1
S0397,Delhi,Lucknow,1426.7,Rail,3.3,Clear,2.0,16.9,14.8,0
S0398,Hyderabad,Pune,1280.8,Truck,1.8,Rainy,3.2,18.2,18.5,0
S0399,Jaipur,Delhi,147.2,Truck,1.8,Foggy,10.5,2.7,4.0,1
S0400,Pune,Chennai,1812.6,Truck,2.7,Foggy,,31.5,32.2,0
S0401,Chennai,Kolkata,1823.3,Truck,1.5,Clear,,32.4,30.9,0
S0402,Mumbai,Mumbai,1571.4,Truck,6.6,Rainy,2.3,23.6,24.6,0
S0403,Ahmedabad,Bangalore,63.7,Truck,3.6,Foggy,9.6,3.6,1.1,0
S0404,Chennai,Bangalore,161.7,Air,3.5,Clear,8.1,1.0,5.5,1
S0405,Hyderabad,Mumbai,489.2,Rail,4.0,Clear,2.1,7.0,7.0,0
S0406,Ahmedabad,Ahmedabad,306.1,Air,7.0,Foggy,5.9,1.0,3.9,1
S0407,Bangalore,Pune,827.7,Truck,8.8,Clear,0.9,16.2,19.9,1
S0408,Lucknow,Lucknow,1849.1,Air,7.8,Clear,11.3,2.6,3.5,1
S0409,Bangalore,Chennai,970.5,Rail,7.5,Clear,,11.8,10.5,0
S0410,Chennai,Hyderabad,76.1,Rail,5.4,Clear,3.0,2.9,3.0,0
S0411,Hyderabad,Delhi,601.4,Rail,7.2,Rainy,6.1,8.6,8.4,0
S0412,Jaipur,Pune,137.0,Truck,6.0,Rainy,8.6,3.2,5.7,1
S0413,Chennai,Delhi,120.8,Rail,2.9,Clear,1.3,1.3,1.7,1
S0414,Mumbai,Chennai,587.7,Truck,2.9,Clear,5.4,15.7,15.9,0
S0415,Kolkata,Jaipur,587.4,Truck,3.7,Clear,2.5,15.0,14.7,0
S0416,Chennai,Jaipur,1584.9,Truck,9.2,Clear,2.3,25.8,26.7,0
S0417,Lucknow,Pune,1950.9,Air,5.9,,5.9,6.0,4.6,0
S0418,Lucknow,Kolkata,773.9,Air,,Foggy,,4.7,3.7,0
S0419,Chennai,Chennai,886.3,Air,4.1,Clear,2.1,3.0,0.7,0
S0420,Ahmedabad,Chennai,1697.3,Rail,4.7,Clear,9.0,20.3,20.4,0
S0421,Kolkata,Mumbai,572.9,Truck,2.1,Rainy,0.5,8.4,9.5,1
S0422,Mumbai,Kolkata,354.9,Truck,2.5,Clear,5.6,5.6,5.5,0
S0423,Chennai,Lucknow,1713.5,Truck,8.4,Rainy,,24.4,27.5,1
S0424,Ahmedabad,Lucknow,140.7,Truck,6.3,Rainy,,4.9,8.6,1
S0425,Lucknow,Hyderabad,1258.4,Truck,4.0,Rainy,0.9,23.5,26.9,1
S0426,Lucknow,Bangalore,1145.9,Truck,8.2,Clear,4.7,16.9,19.5,1
S0427,Hyderabad,Jaipur,724.5,Truck,3.2,Clear,6.2,12.3,14.8,1
S0428,Chennai,Lucknow,664.6,Air,9.8,Clear,0.1,2.6,3.3,1
S0429,Kolkata,Kolkata,1555.1,Truck,4.1,Clear,0.2,27.3,28.5,1
S0430,Delhi,Chennai,218.5,Air,,Rainy,11.6,1.2,0.8,0
S0431,Kolkata,Lucknow,511.7,Rail,3.8,Rainy,0.4,7.5,9.3,1
S0432,Lucknow,Chennai,1478.3,Truck,2.1,Rainy,11.2,26.8,28.7,1
S0433,Lucknow,Lucknow,1119.2,Truck,2.0,Foggy,1.3,21.7,24.0,1
S0434,Bangalore,Jaipur,299.6,Truck,6.8,Rainy,6.7,6.3,7.4,1
S0435,Lucknow,Delhi,1770.2,Truck,8.9,Clear,,27.2,29.0,1
S0436,Mumbai,Lucknow,817.2,Rail,8.1,Clear,9.8,10.3,12.4,1
S0437,Pune,Kolkata,1664.3,Truck,2.3,Rainy,6.0,22.2,21.3,0
S0438,Chennai,Lucknow,1586.0,Truck,5.9,Clear,2.6,26.0,25.3,0
S0439,Kolkata,Bangalore,1267.6,Truck,2.0,Clear,,19.5,17.5,0
S0440,Pune,Jaipur,1014.2,Air,1.4,Clear,6.6,1.0,0.5,0
S0441,Ahmedabad,Kolkata,1960.1,Rail,6.9,Rainy,,27.2,28.3,1
S0442,Delhi,Mumbai,332.7,Rail,5.8,Clear,,5.7,5.8,0
S0443,Mumbai,Kolkata,1464.1,Truck,,Rainy,0.0,26.4,29.0,1
S0444,Kolkata,Bangalore,422.8,Rail,1.3,Rainy,8.3,6.5,5.5,0
S0445,Pune,Delhi,709.6,Rail,9.9,Clear,1.5,8.0,9.9,1
S0446,Delhi,Jaipur,652.0,Rail,1.3,Clear,5.1,7.1,5.2,0
S0447,Bangalore,Mumbai,1896.7,Air,5.0,Clear,,1.6,4.0,1
S0448,Mumbai,Bangalore,1936.3,Truck,5.5,Rainy,10.0,31.2,33.9,1
S0449,Mumbai,Bangalore,406.9,Air,2.1,Rainy,12.4,1.0,2.1,1
S0450,Bangalore,Pune,93.0,Air,2.5,Foggy,28.7,1.2,0.5,0
S0451,Chennai,Jaipur,1454.0,Truck,4.2,Clear,0.8,24.8,22.6,0
S0452,Bangalore,Kolkata,865.1,Truck,7.9,Clear,9.9,13.3,14.7,1
S0453,Mumbai,Chennai,223.2,Air,5.6,Clear,1.5,4.0,4.5,1
S0454,Mumbai,Delhi,1383.3,Truck,6.7,Rainy,,21.5,24.1,1
S0455,Pune,Chennai,1113.0,Truck,9.9,Clear,3.5,20.4,21.8,1
S0456,Lucknow,Kolkata,1962.0,Air,,Clear,0.1,5.0,4.2,0
S0457,Delhi,Kolkata,493.4,Truck,4.9,Clear,,6.4,5.9,0
S0458,Bangalore,Jaipur,837.8,Truck,5.0,Clear,0.4,10.7,8.4,0
S0459,Delhi,Kolkata,1108.0,Truck,,Clear,5.8,18.3,19.0,0
S0460,Bangalore,Pune,1593.8,Truck,7.0,Clear,7.7,27.1,27.9,0
S0461,Ahmedabad,Mumbai,1120.2,Truck,5.5,Clear,,23.3,24.1,0
S0462,Mumbai,Kolkata,1245.2,Truck,6.8,Clear,0.7,18.0,18.0,0
S0463,Lucknow,Chennai,491.0,Rail,1.2,Rainy,3.0,6.1,5.7,0
S0464,Pune,Kolkata,1701.5,Truck,4.9,Rainy,8.8,25.9,27.8,1
S0465,Lucknow,Pune,885.8,Rail,3.5,Clear,1.8,11.0,13.6,1
S0466,Lucknow,Lucknow,324.9,Rail,2.2,Rainy,3.2,2.2,1.8,0
S0467,Lucknow,Lucknow,1345.2,Truck,1.9,Clear,1.6,25.6,25.1,0
S0468,Delhi,Bangalore,471.4,Rail,6.4,Clear,3.1,4.0,3.1,0
S0469,Bangalore,Delhi,240.2,Truck,5.7,Foggy,10.9,1.6,3.5,1
S0470,Jaipur,Hyderabad,1730.9,Truck,3.3,,3.0,30.9,34.8,1
S0471,Ahmedabad,Mumbai,947.3,Truck,5.2,Rainy,4.1,12.8,16.2,1
S0472,Kolkata,Ahmedabad,1511.1,Air,5.4,Clear,,2.5,2.1,0
S0473,Lucknow,Bangalore,616.6,Truck,2.8,Clear,3.1,9.4,5.7,0
S0474,Chennai,Delhi,1584.6,Truck,6.9,Foggy,0.1,27.7,29.1,1
S0475,Delhi,Lucknow,268.3,Rail,8.0,Clear,1.7,1.9,2.8,1
S0476,Pune,Chennai,744.1,Truck,8.1,Clear,2.9,8.8,8.6,0
S0477,Kolkata,Ahmedabad,1957.2,Truck,6.4,Rainy,5.0,35.1,37.9,1
S0478,Jaipur,Delhi,1598.3,Truck,5.6,Rainy,3.0,25.3,28.1,1
S0479,Chennai,Delhi,1019.6,Rail,1.5,Foggy,2.1,14.1,16.5,1
S0480,Jaipur,Bangalore,712.6,Rail,3.6,,2.5,6.7,5.4,0
S0481,Kolkata,Ahmedabad,1750.7,Truck,1.8,Foggy,1.4,30.4,31.9,1
S0482,Lucknow,Jaipur,1112.5,Truck,9.7,Clear,12.9,15.9,16.7,0
S0483,Chennai,Hyderabad,1528.9,Truck,2.2,Clear,3.7,25.1,23.8,0
S0484,Jaipur,Jaipur,1520.5,Rail,2.4,Rainy,,19.1,17.2,0
S0485,Pune,Ahmedabad,85.0,Truck,9.0,Clear,0.1,1.5,3.4,1
S0486,Bangalore,Jaipur,296.2,Truck,9.5,Clear,18.1,2.6,4.8,1
S0487,Mumbai,Pune,1336.3,Truck,7.9,Rainy,1.3,22.0,27.4,1
S0488,Bangalore,Lucknow,365.2,Truck,1.0,Clear,8.2,4.4,2.7,0
S0489,Kolkata,Pune,548.2,Truck,1.0,Clear,0.3,6.0,4.5,0
S0490,Delhi,Kolkata,1895.9,Truck,4.4,Clear,12.7,32.5,33.0,0
S0491,Mumbai,Jaipur,1142.4,Truck,2.3,Clear,10.4,20.1,20.0,0
S0492,Ahmedabad,Kolkata,1513.9,Rail,1.2,Clear,,18.0,18.9,0
S0493,Pune,Chennai,1138.1,Truck,5.2,Rainy,0.0,22.7,25.1,1
S0494,Ahmedabad,Mumbai,1127.4,Air,9.5,Rainy,1.5,4.4,5.7,1
S0495,Chennai,Chennai,233.6,Truck,3.9,Clear,2.6,3.4,2.9,0
S0496,Mumbai,Ahmedabad,720.1,Rail,7.0,Rainy,3.1,9.2,10.6,1
S0497,Ahmedabad,Delhi,600.7,Rail,6.9,Clear,1.8,8.3,7.9,0
S0498,Ahmedabad,Lucknow,811.9,Truck,3.3,Clear,0.2,9.4,10.5,1
S0499,Jaipur,Jaipur,1606.8,Truck,6.9,Rainy,4.5,22.9,23.8,0
S0500,Bangalore,Bangalore,775.3,Rail,2.9,Clear,3.7,8.9,7.2,0
S0501,Jaipur,Mumbai,930.8,Truck,2.1,Stormy,,16.1,18.5,1
S0502,Mumbai,Hyderabad,824.9,Air,7.3,Clear,0.2,2.7,0.5,0
S0503,Mumbai,Hyderabad,232.1,Truck,2.0,Rainy,26.1,2.5,3.1,1
S0504,Kolkata,Hyderabad,910.1,Air,10.0,Clear,3.3,1.4,2.4,1
S0505,Jaipur,Jaipur,431.4,Truck,2.7,,7.1,5.4,3.5,0
S0506,Hyderabad,Hyderabad,414.1,Rail,6.3,Clear,3.0,6.2,3.1,0
S0507,Bangalore,Pune,233.4,Rail,4.7,Rainy,0.2,3.7,5.2,1
S0508,Mumbai,Mumbai,745.5,Rail,2.1,Clear,1.9,6.7,6.4,0
S0509,Kolkata,Pune,1527.1,Truck,1.3,Foggy,1.9,28.4,29.6,1
S0510,Jaipur,Delhi,589.1,Rail,6.6,Clear,9.1,8.3,9.7,1
S0511,Bangalore,Mumbai,659.1,Truck,8.3,Clear,5.3,14.6,16.3,1
S0512,Jaipur,Pune,1303.2,Rail,8.6,Clear,1.6,15.5,17.2,1
S0513,Ahmedabad,Mumbai,431.9,Truck,5.3,Rainy,17.2,6.8,7.6,1
S0514,Kolkata,Delhi,1799.1,Air,8.0,Foggy,1.9,1.5,2.5,1
S0515,Bangalore,Kolkata,1064.4,Truck,7.1,Clear,31.7,16.8,17.3,0
S0516,Lucknow,Jaipur,922.8,Rail,,Rainy,27.8,9.5,11.6,1
S0517,Chennai,Jaipur,1137.7,Air,5.4,Clear,1.1,1.0,0.5,0
S0518,Chennai,Hyderabad,373.8,Rail,6.7,Rainy,1.9,3.5,4.9,1
S0519,Bangalore,Chennai,1246.3,Truck,8.2,Foggy,3.3,21.9,24.4,1
S0520,Jaipur,Hyderabad,758.0,Truck,4.6,Clear,5.5,12.7,12.9,0
S0521,Kolkata,Ahmedabad,1799.5,Air,8.3,Clear,,1.2,0.5,0
S0522,Chennai,Pune,379.3,Truck,6.3,Stormy,,7.4,11.3,1
S0523,Kolkata,Mumbai,1038.7,Truck,2.5,Foggy,6.4,18.2,18.9,0
S0524,Chennai,Chennai,1216.3,Rail,1.2,Clear,1.2,15.3,15.0,0
S0525,Ahmedabad,Delhi,115.1,Rail,4.3,Clear,0.6,1.0,0.5,0
S0526,Jaipur,Ahmedabad,759.2,Truck,5.9,Clear,,11.4,13.0,1
S0527,Ahmedabad,Delhi,1478.6,Rail,8.6,Clear,,21.3,23.3,1
S0528,Chennai,Jaipur,1649.7,Rail,2.1,Rainy,7.7,20.9,23.0,1
S0529,Lucknow,Jaipur,660.7,Truck,8.2,Rainy,1.9,10.4,12.6,1
S0530,Lucknow,Hyderabad,1607.3,Air,8.8,Clear,2.0,6.1,6.9,1
S0531,Ahmedabad,Pune,1937.1,Truck,2.4,Clear,,29.2,30.5,1
S0532,Lucknow,Chennai,1720.9,Truck,8.7,Clear,6.0,27.2,28.3,1
S0533,Chennai,Lucknow,279.4,Truck,9.9,Clear,0.6,6.7,12.0,1
S0534,Bangalore,Ahmedabad,1492.5,Truck,7.5,Clear,7.4,22.9,26.3,1
S0535,Ahmedabad,Ahmedabad,673.4,Air,8.1,Clear,,2.7,1.5,0
S0536,Delhi,Hyderabad,1977.4,Truck,,Clear,7.7,32.5,37.2,1
S0537,Jaipur,Jaipur,996.5,Truck,6.4,Clear,4.4,13.5,16.3,1
S0538,Lucknow,Hyderabad,288.7,Truck,3.8,Clear,0.4,6.5,7.6,1
S0539,Lucknow,Mumbai,1464.1,Truck,8.5,Clear,7.3,24.7,29.4,1
S0540,Mumbai,Chennai,679.9,Truck,6.5,Clear,0.4,15.6,16.3,0
S0541,Hyderabad,Pune,1994.3,Truck,6.2,Clear,,34.5,38.1,1
S0542,Ahmedabad,Kolkata,1960.6,Truck,3.3,Clear,0.9,31.1,31.4,0
S0543,Pune,Bangalore,1329.5,Air,7.8,Clear,7.0,3.9,0.9,0
S0544,Lucknow,Bangalore,303.2,Truck,1.7,Clear,12.1,6.7,3.4,0
S0545,Jaipur,Hyderabad,1389.4,Truck,9.3,Rainy,4.0,23.5,29.4,1
S0546,Delhi,Mumbai,231.4,Truck,3.9,,3.7,1.0,3.2,1
S0547,Lucknow,Chennai,107.3,Rail,2.1,Rainy,7.2,5.4,4.6,0
S0548,Delhi,Lucknow,1654.8,Truck,5.0,Clear,0.0,28.7,31.7,1
S0549,Chennai,Bangalore,459.0,Truck,1.4,Foggy,12.5,4.5,5.3,1
S0550,Chennai,Chennai,789.1,Truck,7.2,Rainy,1.1,15.2,20.0,1
S0551,Hyderabad,Pune,1948.2,Air,9.1,Clear,,3.0,1.5,0
S0552,Bangalore,Delhi,706.8,Truck,8.5,Clear,6.7,14.6,16.4,1
S0553,Pune,Mumbai,628.2,Rail,2.1,Foggy,7.4,6.0,6.1,0
S0554,Mumbai,Jaipur,1840.5,Truck,2.1,Clear,5.3,31.4,27.6,0
S0555,Hyderabad,Chennai,266.0,Truck,8.3,Clear,3.2,4.5,5.7,1
S0556,Kolkata,Pune,1531.2,Rail,9.3,Rainy,4.2,21.8,19.1,0
S0557,Mumbai,Lucknow,1976.7,Truck,5.1,Rainy,,34.8,39.2,1
S0558,Ahmedabad,Kolkata,1807.5,Air,5.5,Clear,,1.0,0.5,0
S0559,Jaipur,Jaipur,1320.8,Air,3.9,,,5.5,4.1,0
S0560,Kolkata,Kolkata,662.4,Air,9.0,Clear,,7.1,4.4,0
S0561,Kolkata,Lucknow,545.9,Truck,6.8,Rainy,3.5,9.4,12.4,1
S0562,Hyderabad,Pune,1647.5,Rail,3.6,Clear,0.4,20.2,21.3,1
S0563,Bangalore,Bangalore,1765.7,Truck,3.7,Clear,1.8,30.5,30.1,0
S0564,Hyderabad,Kolkata,1074.6,Air,9.0,Rainy,5.3,1.0,2.6,1
S0565,Ahmedabad,Jaipur,526.5,Rail,1.1,Clear,1.4,7.8,8.3,0
S0566,Lucknow,Hyderabad,270.2,Rail,,Rainy,1.6,4.6,6.0,1
S0567,Lucknow,Ahmedabad,220.0,Truck,6.0,Clear,8.6,2.1,3.5,1
S0568,Bangalore,Chennai,1452.2,Truck,2.3,Clear,4.4,23.1,23.0,0
S0569,Ahmedabad,Bangalore,869.2,Truck,1.8,Rainy,3.6,14.1,15.5,1
S0570,Bangalore,Kolkata,1815.5,Rail,8.3,Clear,1.9,21.8,23.1,1
S0571,Delhi,Delhi,1492.4,Truck,9.0,Clear,6.6,22.9,25.0,1
S0572,Lucknow,Chennai,423.0,Truck,8.4,Clear,1.7,9.0,12.0,1
S0573,Kolkata,Hyderabad,1246.9,Rail,9.1,Rainy,6.7,16.0,18.7,1
S0574,Pune,Lucknow,899.2,Truck,6.0,Foggy,0.4,17.0,21.2,1
S0575,Jaipur,Ahmedabad,1175.6,Truck,8.3,Stormy,,20.9,28.0,1
S0576,Ahmedabad,Pune,1489.2,Truck,4.5,Clear,,28.1,27.4,0
S0577,Mumbai,Hyderabad,1622.1,Truck,7.0,Clear,2.9,29.1,30.9,1
S0578,Bangalore,Hyderabad,1695.3,Truck,9.9,Clear,,27.5,30.0,1
S0579,Jaipur,Lucknow,545.3,Truck,3.0,Rainy,4.9,9.5,9.2,0
S0580,Mumbai,Mumbai,110.7,Truck,4.5,Clear,0.7,3.6,4.0,1
S0581,Jaipur,Lucknow,1491.6,Truck,,Stormy,7.1,25.0,31.2,1
S0582,Pune,Mumbai,257.4,Rail,2.2,Clear,1.6,3.5,6.1,1
S0583,Mumbai,Mumbai,664.1,Truck,1.7,Stormy,11.8,10.0,10.7,0
S0584,Hyderabad,Bangalore,57.4,Truck,8.5,Rainy,,1.0,0.5,0
S0585,Chennai,Bangalore,1379.3,Air,9.8,Rainy,2.1,3.8,2.2,0
S0586,Hyderabad,Jaipur,375.9,Truck,4.6,Clear,8.2,5.0,5.9,1
S0587,Lucknow,Kolkata,1327.8,Truck,1.8,Clear,2.2,22.4,20.6,0
S0588,Chennai,Kolkata,1983.9,Rail,1.6,Clear,0.5,20.7,23.1,1
S0589,Hyderabad,Pune,191.7,Air,9.0,Clear,,1.7,4.8,1
S0590,Chennai,Kolkata,200.3,Rail,5.2,Clear,5.3,1.3,0.5,0
S0591,Chennai,Bangalore,713.7,Rail,3.9,Clear,3.0,10.9,10.8,0
S0592,Kolkata,Jaipur,1739.5,Rail,5.3,Clear,2.5,23.0,25.6,1
S0593,Bangalore,Jaipur,470.3,Truck,3.9,Rainy,2.0,8.6,10.8,1
S0594,Bangalore,Mumbai,752.7,Rail,5.4,Rainy,19.9,9.9,7.4,0
S0595,Kolkata,Lucknow,183.6,Truck,8.7,Clear,0.7,5.3,9.7,1
S0596,Jaipur,Pune,1538.2,Air,6.3,Stormy,,3.3,2.5,0
S0597,Delhi,Mumbai,846.2,Truck,7.3,Clear,3.3,13.9,17.3,1
S0598,Jaipur,Lucknow,1530.5,Truck,4.3,Clear,3.3,24.4,26.0,1
S0599,Mumbai,Kolkata,1812.0,Truck,7.6,Clear,,30.3,32.9,1
S0600,Mumbai,Mumbai,503.9,Rail,7.0,Rainy,1.0,5.5,5.9,0
S0601,Chennai,Chennai,1624.4,Truck,2.1,Clear,,27.9,25.1,0
S0602,Hyderabad,Kolkata,165.2,Air,6.2,Clear,1.5,1.0,0.5,0
S0603,Hyderabad,Lucknow,1802.8,Rail,3.3,Rainy,,21.3,22.3,0
S0604,Bangalore,Pune,1319.0,Truck,8.2,Clear,,24.2,26.8,1
S0605,Ahmedabad,Lucknow,1754.7,Rail,4.8,Rainy,7.1,19.2,20.7,1
